Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
54,30222,30222,10000,2025-07-28,1
55,858572,858572,10000,2025-10-28,1
56,726507,726507,10000,2025-12-28,1
57,481541,481541,10000,2025-09-07,1
58,47746,47746,10000,2025-06-14,1
59,475075,475075,10000,2025-01-06,1
60,93656,93656,10000,2025-11-21,1
61,563699,563699,10000,2025-02-27,1
62,254925,254925,10000,2025-07-07,1
63,788574,788574,10000,2025-07-28,1
64,871260,871260,10000,2025-06-28,1
65,203852,203852,10000,2025-12-21,1
66,108089,108089,10000,2025-04-28,1
67,87196,87196,10000,2025-03-28,1
68,219095,219095,10000,2025-08-14,1
69,154846,154846,10000,2025-01-27,1
70,590707,590707,10000,2025-12-14,1
71,28775,28775,10000,2025-08-14,1
72,644516,644516,10000,2025-12-21,1
73,611705,611705,10000,2025-04-28,1
74,558255,558255,10000,2025-04-14,1
75,566924,566924,10000,2025-12-21,1
76,416979,416979,10000,2025-04-14,1
77,833807,833807,10000,2025-02-27,1
78,842163,842163,10000,2025-12-28,1
79,888249,888249,10000,2025-11-28,1
80,716062,716062,10000,2025-06-14,1
81,940366,940366,10000,2025-04-21,1
82,234023,234023,10000,2025-05-28,1
83,610271,610271,10000,2025-05-28,1
84,820355,820355,10000,2025-05-28,1
85,198880,198880,10000,2025-05-21,1
86,652446,652446,10000,2025-08-21,1
87,752015,752015,10000,2025-09-07,1
88,607239,607239,10000,2025-02-13,1
89,605232,605232,10000,2025-08-21,1
90,947449,947449,10000,2025-08-28,1
91,495066,495066,10000,2025-08-21,1
92,955731,955731,10000,2025-04-14,1
93,945171,945171,10000,2025-06-07,1
94,442796,442796,10000,2025-10-28,1
95,561807,561807,10000,2025-12-28,1
96,789377,789377,10000,2025-10-07,1
97,432229,432229,10000,2025-12-14,1
98,848378,848378,10000,2025-12-21,1
99,262947,262947,10000,2025-06-07,1
100,82448,82448,10000,2025-04-07,1
101,257265,257265,10000,2025-11-28,1
102,688132,688132,10000,2025-02-20,1
103,782491,782491,10000,2025-12-14,1
104,122318,122318,10000,2025-03-14,1
105,453318,453318,10000,2025-07-28,1
106,81448,81448,10000,2025-07-14,1
107,489088,489088,10000,2025-04-21,1
108,866953,866953,10000,2025-09-21,1
109,958703,958703,10000,2025-05-28,1
110,844589,844589,10000,2025-08-14,1
111,12807,12807,10000,2025-12-28,1
112,883104,883104,10000,2025-11-07,1
113,384825,384825,10000,2025-06-07,1
114,830339,830339,10000,2025-09-07,1
115,486960,486960,10000,2025-06-28,1
116,98116,98116,10000,2025-01-27,1
117,685776,685776,10000,2025-09-14,1
118,781691,781691,10000,2025-10-07,1
119,47783,47783,10000,2025-07-21,1
120,762385,762385,10000,2025-01-06,1
121,52450,52450,10000,2025-04-21,1
122,924970,924970,10000,2025-03-28,1
123,553107,553107,10000,2025-03-21,1
124,906389,906389,10000,2025-06-21,1
125,510058,510058,10000,2025-08-07,1
126,650250,650250,10000,2025-08-21,1
127,269152,269152,10000,2025-05-21,1
128,49722,49722,10000,2025-11-07,1
129,923676,923676,10000,2025-09-14,1
130,88098,88098,10000,2025-09-14,1
131,973567,973567,10000,2025-01-06,1
132,829682,829682,10000,2025-11-21,1
133,420005,420005,10000,2025-07-21,1
134,212552,212552,10000,2025-09-28,1
135,427455,427455,10000,2025-11-28,1
136,581557,581557,10000,2025-12-14,1
137,195756,195756,10000,2025-11-07,1
138,61844,61844,10000,2025-12-21,1
139,882830,882830,10000,2025-02-06,1
140,928745,928745,10000,2025-07-21,1
141,191119,191119,10000,2025-03-07,1
142,271761,271761,10000,2025-07-07,1
143,769139,769139,10000,2025-06-21,1
144,913564,913564,10000,2025-01-27,1
145,508310,508310,10000,2025-10-28,1
146,331122,331122,10000,2025-09-14,1
147,824291,824291,10000,2025-02-27,1
148,938498,938498,10000,2025-03-14,1
149,143706,143706,10000,2025-08-21,1
150,737382,737382,10000,2025-09-14,1
151,709939,709939,10000,2025-09-21,1
152,281918,281918,10000,2025-04-07,1
153,747446,747446,10000,2025-03-14,1
154,53840,53840,10000,2025-02-06,1
155,551498,551498,10000,2025-10-28,1
156,282657,282657,10000,2025-04-14,1
157,604578,604578,10000,2025-11-07,1
158,725464,725464,10000,2025-02-20,1
159,936333,936333,10000,2025-04-14,1
160,379701,379701,10000,2025-06-07,1
161,613437,613437,10000,2025-01-20,1
162,308300,308300,10000,2025-05-07,1
163,794234,794234,10000,2025-01-13,1
164,491590,491590,10000,2025-02-20,1
165,747104,747104,10000,2025-04-07,1
166,785321,785321,10000,2025-09-07,1
167,878976,878976,10000,2025-07-28,1
168,315879,315879,10000,2025-01-20,1
169,608366,608366,10000,2025-03-14,1
170,615846,615846,10000,2025-08-21,1
171,261284,261284,10000,2025-11-21,1
172,170187,170187,10000,2025-12-28,1
173,522851,522851,10000,2025-07-21,1
174,303008,303008,10000,2025-11-21,1
175,581992,581992,10000,2025-02-20,1
176,183241,183241,10000,2025-08-28,1
177,574373,574373,10000,2025-04-28,1
178,370504,370504,10000,2025-04-21,1
179,826495,826495,10000,2025-03-07,1
180,877749,877749,10000,2025-03-21,1
181,991355,991355,10000,2025-08-14,1
182,756177,756177,10000,2025-01-20,1
183,910141,910141,10000,2025-09-21,1
184,995296,995296,10000,2025-05-21,1
185,503949,503949,10000,2025-11-28,1
186,401394,401394,10000,2025-09-14,1
187,530606,530606,10000,2025-09-28,1
188,431413,431413,10000,2025-09-21,1
189,348125,348125,10000,2025-02-27,1
190,582448,582448,10000,2025-05-21,1
191,317563,317563,10000,2025-08-28,1
192,577043,577043,10000,2025-08-14,1
193,360950,360950,10000,2025-03-14,1
194,740516,740516,10000,2025-04-07,1
195,340621,340621,10000,2025-08-28,1
196,79489,79489,10000,2025-03-07,1
197,845595,845595,10000,2025-05-14,1
198,913289,913289,10000,2025-04-28,1
199,809002,809002,10000,2025-05-21,1
200,650219,650219,10000,2025-07-21,1
201,428522,428522,10000,2025-10-28,1
202,51826,51826,10000,2025-08-07,1
203,716198,716198,10000,2025-10-28,1
204,243600,243600,10000,2025-07-28,1
205,937005,937005,10000,2025-02-13,1
206,67686,67686,10000,2025-12-07,1
207,822308,822308,10000,2025-09-28,1
208,557364,557364,10000,2025-11-07,1
209,673346,673346,10000,2025-09-28,1
210,457880,457880,10000,2025-01-13,1
211,781295,781295,10000,2025-09-07,1
212,931643,931643,10000,2025-06-21,1
213,411564,411564,10000,2025-06-28,1
214,163334,163334,10000,2025-04-07,1
215,914549,914549,10000,2025-10-07,1
216,18711,18711,10000,2025-02-13,1
217,942639,942639,10000,2025-07-07,1
218,515782,515782,10000,2025-03-28,1
219,162724,162724,10000,2025-08-07,1
220,153239,153239,10000,2025-09-07,1
221,294467,294467,10000,2025-07-21,1
222,945605,945605,10000,2025-08-14,1
223,174565,174565,10000,2025-12-14,1
224,393264,393264,10000,2025-06-28,1
225,802102,802102,10000,2025-07-14,1
226,656297,656297,10000,2025-02-27,1
227,401637,401637,10000,2025-05-14,1
228,141212,141212,10000,2025-10-28,1
229,975570,975570,10000,2025-06-28,1
230,182448,182448,10000,2025-06-28,1
231,369979,369979,10000,2025-11-14,1
232,893189,893189,10000,2025-05-28,1
233,483134,483134,10000,2025-01-13,1
234,258843,258843,10000,2025-03-21,1
235,288527,288527,10000,2025-04-28,1
236,45665,45665,10000,2025-10-07,1
237,283884,283884,10000,2025-08-21,1
238,206712,206712,10000,2025-10-14,1
239,317709,317709,10000,2025-01-20,1
240,700775,700775,10000,2025-09-07,1
241,302292,302292,10000,2025-12-07,1
242,93123,93123,10000,2025-06-07,1
243,226398,226398,10000,2025-07-28,1
244,358060,358060,10000,2025-04-21,1
245,927054,927054,10000,2025-12-07,1
246,33334,33334,10000,2025-01-27,1
247,964484,964484,10000,2025-03-14,1
248,631516,631516,10000,2025-06-14,1
249,263761,263761,10000,2025-08-28,1
250,757251,757251,10000,2025-12-28,1
251,367837,367837,10000,2025-01-06,1
252,732258,732258,10000,2025-09-14,1
253,565874,565874,10000,2025-02-06,1
254,505635,505635,10000,2025-07-07,1
255,475607,475607,10000,2025-06-21,1
256,679913,679913,10000,2025-09-07,1
257,755400,755400,10000,2025-12-07,1
258,937499,937499,10000,2025-06-21,1
259,990904,990904,10000,2025-05-21,1
260,661795,661795,10000,2025-03-07,1
261,98589,98589,10000,2025-05-14,1
262,990363,990363,10000,2025-11-28,1
263,736078,736078,10000,2025-02-20,1
264,810138,810138,10000,2025-06-28,1
265,529281,529281,10000,2025-02-13,1
266,668116,668116,10000,2025-06-14,1
267,46624,46624,10000,2025-05-21,1
268,148282,148282,10000,2025-02-20,1
269,139002,139002,10000,2025-10-14,1
270,755238,755238,10000,2025-06-28,1
271,398716,398716,10000,2025-05-21,1
272,477505,477505,10000,2025-08-28,1
273,995473,995473,10000,2025-11-14,1
274,667605,667605,10000,2025-01-20,1
275,488891,488891,10000,2025-10-07,1
276,95272,95272,10000,2025-04-21,1
277,859701,859701,10000,2025-11-28,1
278,366973,366973,10000,2025-08-28,1
279,350229,350229,10000,2025-11-28,1
280,901532,901532,10000,2025-03-14,1
281,380820,380820,10000,2025-06-28,1
282,739540,739540,10000,2025-08-07,1
283,289869,289869,10000,2025-12-28,1
284,484811,484811,10000,2025-08-14,1
285,5297,5297,10000,2025-06-21,1
286,41965,41965,10000,2025-08-28,1
287,552667,552667,10000,2025-01-06,1
288,62355,62355,10000,2025-05-14,1
289,143364,143364,10000,2025-09-14,1
290,502660,502660,10000,2025-05-21,1
291,559824,559824,10000,2025-07-28,1
292,593801,593801,10000,2025-05-28,1
293,511621,511621,10000,2025-11-14,1
294,505215,505215,10000,2025-05-14,1
295,462896,462896,10000,2025-09-28,1
296,764954,764954,10000,2025-01-13,1
297,616595,616595,10000,2025-09-07,1
298,944094,944094,10000,2025-06-28,1
299,692682,692682,10000,2025-07-28,1
300,892481,892481,10000,2025-06-21,1
301,154252,154252,10000,2025-06-14,1
302,546557,546557,10000,2025-04-28,1
303,669832,669832,10000,2025-02-20,1
304,2857,2857,10000,2025-10-21,1
305,677822,677822,10000,2025-12-21,1
306,528457,528457,10000,2025-11-14,1
307,570188,570188,10000,2025-11-21,1
308,556828,556828,10000,2025-05-21,1
309,556724,556724,10000,2025-02-06,1
310,549525,549525,10000,2025-06-07,1
311,277265,277265,10000,2025-07-21,1
312,118133,118133,10000,2025-10-07,1
313,450674,450674,10000,2025-05-07,1
314,251997,251997,10000,2025-07-07,1
315,611698,611698,10000,2025-04-21,1
316,873784,873784,10000,2025-05-21,1
317,913298,913298,10000,2025-05-07,1
318,498977,498977,10000,2025-04-28,1
319,922249,922249,10000,2025-10-21,1
320,12716,12716,10000,2025-09-28,1
321,236792,236792,10000,2025-12-21,1
322,26617,26617,10000,2025-09-21,1
323,817925,817925,10000,2025-10-07,1
324,95333,95333,10000,2025-06-21,1
325,751876,751876,10000,2025-04-21,1
326,703679,703679,10000,2025-08-14,1
327,923140,923140,10000,2025-03-28,1
328,438641,438641,10000,2025-06-21,1
329,122631,122631,10000,2025-01-20,1
330,447333,447333,10000,2025-03-21,1
331,683268,683268,10000,2025-11-07,1
332,544896,544896,10000,2025-10-14,1
333,77385,77385,10000,2025-06-07,1
334,568785,568785,10000,2025-01-20,1
335,625965,625965,10000,2025-04-14,1
336,429162,429162,10000,2025-07-28,1
337,938613,938613,10000,2025-07-07,1
338,600939,600939,10000,2025-11-28,1
339,328727,328727,10000,2025-02-27,1
340,85031,85031,10000,2025-04-28,1
341,585217,585217,10000,2025-12-14,1
342,355620,355620,10000,2025-08-21,1
343,76766,76766,10000,2025-09-28,1
344,349872,349872,10000,2025-12-07,1
345,352144,352144,10000,2025-02-20,1
346,728734,728734,10000,2025-01-27,1
347,845328,845328,10000,2025-08-21,1
348,397550,397550,10000,2025-03-14,1
349,616297,616297,10000,2025-11-14,1
350,904148,904148,10000,2025-05-07,1
351,135196,135196,10000,2025-05-21,1
352,307766,307766,10000,2025-11-21,1
353,913153,913153,10000,2025-12-14,1
354,631133,631133,10000,2025-05-28,1
355,321117,321117,10000,2025-05-14,1
356,829750,829750,10000,2025-01-27,1
357,899482,899482,10000,2025-08-07,1
358,3179,3179,10000,2025-09-07,1
359,317733,317733,10000,2025-02-13,1
360,358473,358473,10000,2025-06-07,1
361,275856,275856,10000,2025-09-14,1
362,711318,711318,10000,2025-06-28,1
363,535288,535288,10000,2025-07-14,1
364,899076,899076,10000,2025-06-28,1
365,721840,721840,10000,2025-03-28,1
366,478268,478268,10000,2025-09-28,1
367,36529,36529,10000,2025-10-21,1
368,735849,735849,10000,2025-07-07,1
369,965277,965277,10000,2025-05-14,1
370,116852,116852,10000,2025-04-07,1
371,622824,622824,10000,2025-09-14,1
372,886480,886480,10000,2025-01-27,1
373,769597,769597,10000,2025-09-21,1
374,880755,880755,10000,2025-06-07,1
375,560481,560481,10000,2025-05-14,1
376,662139,662139,10000,2025-02-13,1
377,60197,60197,10000,2025-06-21,1
378,61129,61129,10000,2025-01-06,1
379,225135,225135,10000,2025-02-13,1
380,924583,924583,10000,2025-03-07,1
381,35126,35126,10000,2025-12-21,1
382,630554,630554,10000,2025-10-28,1
383,243045,243045,10000,2025-01-20,1
384,16331,16331,10000,2025-08-14,1
385,723275,723275,10000,2025-02-27,1
386,725561,725561,10000,2025-05-28,1
387,102721,102721,10000,2025-08-28,1
388,594330,594330,10000,2025-11-07,1
389,991461,991461,10000,2025-11-28,1
390,122722,122722,10000,2025-04-21,1
391,782461,782461,10000,2025-11-14,1
392,745518,745518,10000,2025-12-07,1
393,741956,741956,10000,2025-03-14,1
394,731478,731478,10000,2025-07-28,1
395,44520,44520,10000,2025-08-21,1
396,232386,232386,10000,2025-12-07,1
397,773365,773365,10000,2025-01-06,1
398,643815,643815,10000,2025-01-20,1
399,702009,702009,10000,2025-01-20,1
400,600833,600833,10000,2025-08-14,1
401,179529,179529,10000,2025-07-07,1
402,401217,401217,10000,2025-03-21,1
403,651470,651470,10000,2025-12-21,1
404,213079,213079,10000,2025-03-07,1
405,364526,364526,10000,2025-12-21,1
406,673155,673155,10000,2025-03-21,1
407,499536,499536,10000,2025-11-07,1
408,943385,943385,10000,2025-07-21,1
409,807562,807562,10000,2025-06-14,1
410,763557,763557,10000,2025-03-21,1
411,747918,747918,10000,2025-06-28,1
412,769542,769542,10000,2025-07-28,1
413,593558,593558,10000,2025-09-28,1
414,835250,835250,10000,2025-02-06,1
415,357634,357634,10000,2025-02-20,1
416,564226,564226,10000,2025-08-07,1
417,433578,433578,10000,2025-08-21,1
418,168754,168754,10000,2025-01-27,1
419,497621,497621,10000,2025-08-14,1
420,243922,243922,10000,2025-06-14,1
421,984181,984181,10000,2025-01-06,1
422,304654,304654,10000,2025-05-21,1
423,696359,696359,10000,2025-08-14,1
424,41104,41104,10000,2025-04-21,1
425,573947,573947,10000,2025-02-27,1
426,289641,289641,10000,2025-05-14,1
427,696184,696184,10000,2025-02-20,1
428,347386,347386,10000,2025-02-20,1
429,626637,626637,10000,2025-02-13,1
430,829857,829857,10000,2025-05-14,1
431,277364,277364,10000,2025-10-28,1
432,800967,800967,10000,2025-06-07,1
433,752761,752761,10000,2025-09-21,1
434,307095,307095,10000,2025-01-20,1
435,783345,783345,10000,2025-04-14,1
436,147732,147732,10000,2025-08-21,1
437,119252,119252,10000,2025-10-28,1
438,921158,921158,10000,2025-10-28,1
439,305386,305386,10000,2025-05-21,1
440,305516,305516,10000,2025-09-28,1
441,750534,750534,10000,2025-08-21,1
442,550410,550410,10000,2025-11-07,1
443,82388,82388,10000,2025-02-06,1
444,6137,6137,10000,2025-10-07,1
445,456674,456674,10000,2025-09-28,1
446,346334,346334,10000,2025-04-07,1
447,73640,73640,10000,2025-03-14,1
448,217767,217767,10000,2025-12-28,1
449,138606,138606,10000,2025-09-14,1
450,932596,932596,10000,2025-01-27,1
451,264273,264273,10000,2025-01-20,1
452,964766,964766,10000,2025-12-21,1
453,777679,777679,10000,2025-10-21,1
454,19771,19771,10000,2025-01-06,1
455,346775,346775,10000,2025-06-21,1
456,825618,825618,10000,2025-10-14,1
457,413441,413441,10000,2025-08-14,1
458,676937,676937,10000,2025-07-21,1
459,872893,872893,10000,2025-12-14,1
460,19710,19710,10000,2025-11-07,1
461,118001,118001,10000,2025-05-28,1
462,169770,169770,10000,2025-11-07,1
463,659447,659447,10000,2025-10-07,1
464,446907,446907,10000,2025-01-20,1
465,329818,329818,10000,2025-02-20,1
466,779326,779326,10000,2025-04-21,1
467,118651,118651,10000,2025-03-07,1
468,142563,142563,10000,2025-07-07,1
469,691723,691723,10000,2025-12-14,1
470,727880,727880,10000,2025-09-28,1
471,101023,101023,10000,2025-01-06,1
472,863713,863713,10000,2025-11-14,1
473,71146,71146,10000,2025-05-21,1
474,482012,482012,10000,2025-12-21,1
475,388424,388424,10000,2025-04-07,1
476,323358,323358,10000,2025-06-28,1
477,984316,984316,10000,2025-05-21,1
478,370619,370619,10000,2025-08-14,1
479,906138,906138,10000,2025-10-14,1
480,20716,20716,10000,2025-08-07,1
481,296077,296077,10000,2025-12-14,1
482,211111,211111,10000,2025-10-21,1
483,519123,519123,10000,2025-05-14,1
484,483605,483605,10000,2025-04-28,1
485,41762,41762,10000,2025-02-06,1
486,641696,641696,10000,2025-04-07,1
487,399282,399282,10000,2025-12-07,1
488,816346,816346,10000,2025-06-14,1
489,989403,989403,10000,2025-04-14,1
490,930460,930460,10000,2025-03-28,1
491,992101,992101,10000,2025-08-28,1
492,662687,662687,10000,2025-08-14,1
493,662633,662633,10000,2025-06-21,1
494,194810,194810,10000,2025-04-07,1
495,546131,546131,10000,2025-02-27,1
496,973879,973879,10000,2025-11-14,1
497,469484,469484,10000,2025-09-28,1
498,967785,967785,10000,2025-03-21,1
499,729476,729476,10000,2025-02-06,1
500,924164,924164,10000,2025-01-13,1
501,241536,241536,10000,2025-12-07,1
502,423299,423299,10000,2025-07-21,1
503,447998,447998,10000,2025-01-13,1
504,543584,543584,10000,2025-03-14,1
505,69537,69537,10000,2025-12-28,1
506,352716,352716,10000,2025-09-14,1
507,261520,261520,10000,2025-07-14,1
508,762933,762933,10000,2025-07-07,1
509,813746,813746,10000,2025-05-07,1
510,122759,122759,10000,2025-05-28,1
511,766523,766523,10000,2025-04-28,1
512,290685,290685,10000,2025-03-21,1
513,492169,492169,10000,2025-09-21,1
514,158736,158736,10000,2025-09-14,1
515,222816,222816,10000,2025-10-14,1
516,850513,850513,10000,2025-10-21,1
517,928996,928996,10000,2025-03-28,1
518,614566,614566,10000,2025-02-20,1
519,23011,23011,10000,2025-11-14,1
520,111515,111515,10000,2025-09-07,1
521,478003,478003,10000,2025-01-06,1
522,247138,247138,10000,2025-03-28,1
523,604287,604287,10000,2025-01-20,1
524,36088,36088,10000,2025-08-07,1
525,443568,443568,10000,2025-12-07,1
526,841821,841821,10000,2025-01-20,1
527,53639,53639,10000,2025-07-21,1
528,854851,854851,10000,2025-08-28,1
529,161054,161054,10000,2025-01-13,1
530,577911,577911,10000,2025-12-28,1
531,128870,128870,10000,2025-02-06,1
532,87366,87366,10000,2025-09-14,1
533,829132,829132,10000,2025-05-21,1
534,563728,563728,10000,2025-03-28,1
535,12922,12922,10000,2025-04-21,1
536,485611,485611,10000,2025-10-21,1
537,424086,424086,10000,2025-09-14,1
538,350940,350940,10000,2025-11-07,1
539,603074,603074,10000,2025-09-28,1
540,714171,714171,10000,2025-04-14,1
541,71956,71956,10000,2025-08-07,1
542,261436,261436,10000,2025-04-21,1
543,932398,932398,10000,2025-07-14,1
544,821446,821446,10000,2025-05-21,1
545,261558,261558,10000,2025-08-21,1
546,881609,881609,10000,2025-10-07,1
547,84644,84644,10000,2025-04-07,1
548,490613,490613,10000,2025-06-21,1
549,408903,408903,10000,2025-03-21,1
550,555243,555243,10000,2025-01-20,1
551,902318,902318,10000,2025-05-07,1
552,983798,983798,10000,2025-12-21,1
553,685570,685570,10000,2025-02-20,1
554,902844,902844,10000,2025-10-14,1
555,877048,877048,10000,2025-04-21,1
556,24810,24810,10000,2025-10-14,1
557,595479,595479,10000,2025-12-28,1
558,246864,246864,10000,2025-06-28,1
559,820738,820738,10000,2025-06-14,1
560,615046,615046,10000,2025-06-14,1
561,363428,363428,10000,2025-12-21,1
562,93845,93845,10000,2025-05-28,1
563,106168,106168,10000,2025-01-27,1
564,908287,908287,10000,2025-08-28,1
565,865695,865695,10000,2025-04-14,1
566,425930,425930,10000,2025-09-28,1
567,835026,835026,10000,2025-06-28,1
568,334995,334995,10000,2025-04-14,1
569,188504,188504,10000,2025-01-13,1
570,660149,660149,10000,2025-09-07,1
571,14623,14623,10000,2025-12-14,1
572,103843,103843,10000,2025-09-21,1
573,964508,964508,10000,2025-04-07,1
574,284562,284562,10000,2025-06-28,1
575,982738,982738,10000,2025-01-27,1
576,927000,927000,10000,2025-10-14,1
577,629503,629503,10000,2025-12-14,1
578,894396,894396,10000,2025-09-14,1
579,697898,697898,10000,2025-10-28,1
580,832077,832077,10000,2025-06-07,1
581,499892,499892,10000,2025-10-28,1
582,125925,125925,10000,2025-01-20,1
583,167428,167428,10000,2025-06-14,1
584,241201,241201,10000,2025-01-06,1
585,404352,404352,10000,2025-10-14,1
586,110095,110095,10000,2025-10-21,1
587,506077,506077,10000,2025-09-21,1
588,220681,220681,10000,2025-12-14,1
589,413113,413113,10000,2025-09-21,1
590,371511,371511,10000,2025-01-20,1
591,239797,239797,10000,2025-03-07,1
592,761684,761684,10000,2025-02-06,1
593,556927,556927,10000,2025-08-28,1
594,12054,12054,10000,2025-12-07,1
595,985208,985208,10000,2025-10-28,1
596,812747,812747,10000,2025-08-14,1
597,140466,140466,10000,2025-10-14,1
598,111302,111302,10000,2025-02-06,1
599,461113,461113,10000,2025-11-14,1
600,807637,807637,10000,2025-08-28,1
601,401492,401492,10000,2025-12-21,1
602,810605,810605,10000,2025-10-07,1
603,956752,956752,10000,2025-01-27,1
604,516545,516545,10000,2025-04-28,1
605,773188,773188,10000,2025-07-14,1
606,666842,666842,10000,2025-12-21,1
607,219034,219034,10000,2025-06-14,1
608,106320,106320,10000,2025-06-28,1
609,978521,978521,10000,2025-07-21,1
610,570266,570266,10000,2025-02-06,1
611,949997,949997,10000,2025-08-14,1
612,579171,579171,10000,2025-06-07,1
613,502898,502898,10000,2025-01-13,1
614,482761,482761,10000,2025-01-06,1
615,66388,66388,10000,2025-05-21,1
616,948028,948028,10000,2025-03-28,1
617,510292,510292,10000,2025-03-28,1
618,135,135,10000,2025-05-14,1
619,227008,227008,10000,2025-03-28,1
620,581602,581602,10000,2025-01-27,1
621,273605,273605,10000,2025-07-21,1
622,261839,261839,10000,2025-05-28,1
623,305393,305393,10000,2025-05-28,1
624,161487,161487,10000,2025-03-21,1
625,659834,659834,10000,2025-10-28,1
626,634101,634101,10000,2025-07-07,1
627,824504,824504,10000,2025-09-28,1
628,111718,111718,10000,2025-03-28,1
629,690588,690588,10000,2025-11-07,1
630,502563,502563,10000,2025-02-13,1
631,631478,631478,10000,2025-05-07,1
632,995693,995693,10000,2025-06-21,1
633,536173,536173,10000,2025-12-14,1
634,329719,329719,10000,2025-11-14,1
635,259979,259979,10000,2025-04-28,1
636,129866,129866,10000,2025-10-28,1
637,863895,863895,10000,2025-05-14,1
638,22522,22522,10000,2025-07-14,1
639,320949,320949,10000,2025-11-28,1
640,640826,640826,10000,2025-11-21,1
641,994795,994795,10000,2025-01-06,1
642,17436,17436,10000,2025-08-21,1
643,673721,673721,10000,2025-10-07,1
644,488708,488708,10000,2025-04-07,1
645,170235,170235,10000,2025-02-13,1
646,262564,262564,10000,2025-05-21,1
647,724503,724503,10000,2025-07-07,1
648,593924,593924,10000,2025-09-28,1
649,740211,740211,10000,2025-06-07,1
650,220025,220025,10000,2025-02-27,1
651,812374,812374,10000,2025-08-07,1
652,6640,6640,10000,2025-02-20,1
653,296718,296718,10000,2025-09-14,1
654,604415,604415,10000,2025-05-28,1
655,753225,753225,10000,2025-12-28,1
656,101592,101592,10000,2025-07-28,1
657,520381,520381,10000,2025-10-21,1
658,172972,172972,10000,2025-08-07,1
659,724168,724168,10000,2025-08-07,1
660,950661,950661,10000,2025-06-07,1
661,104140,104140,10000,2025-07-14,1
662,963912,963912,10000,2025-08-21,1
663,115066,115066,10000,2025-05-21,1
664,488143,488143,10000,2025-09-21,1
665,24885,24885,10000,2025-12-28,1
666,241489,241489,10000,2025-10-21,1
667,606072,606072,10000,2025-12-07,1
668,345837,345837,10000,2025-11-28,1
669,782881,782881,10000,2025-01-06,1
670,930410,930410,10000,2025-02-06,1
671,355223,355223,10000,2025-07-21,1
672,177538,177538,10000,2025-01-27,1
673,910514,910514,10000,2025-09-28,1
674,571943,571943,10000,2025-09-07,1
675,54266,54266,10000,2025-04-07,1
676,503257,503257,10000,2025-01-06,1
677,866868,866868,10000,2025-06-28,1
678,217584,217584,10000,2025-06-28,1
679,910035,910035,10000,2025-06-07,1
680,951919,951919,10000,2025-11-14,1
681,186972,186972,10000,2025-11-07,1
682,658278,658278,10000,2025-07-28,1
683,846700,846700,10000,2025-05-21,1
684,218682,218682,10000,2025-06-28,1
685,981327,981327,10000,2025-03-21,1
686,724524,724524,10000,2025-07-28,1
687,550736,550736,10000,2025-09-28,1
688,470422,470422,10000,2025-04-21,1
689,843352,843352,10000,2025-03-28,1
690,29705,29705,10000,2025-02-27,1
691,488180,488180,10000,2025-10-28,1
692,415904,415904,10000,2025-05-07,1
693,185888,185888,10000,2025-11-21,1
694,835347,835347,10000,2025-05-14,1
695,144048,144048,10000,2025-07-28,1
